uts,utc_time,artist,artist_mbid,album,album_mbid,track,track_mbid
"1643826249","02 Feb 2022, 18:24","Fugazi","233fc3f3-6de2-465c-985e-e721dbabbace","13 Songs","2f9f575b-2bd0-4ccb-9ab5-70fae4f8dd8b","Margin Walker","022976fb-59af-3260-9150-bc9cbb593cda"
"1643826084","02 Feb 2022, 18:21","R.E.M.","ea4dfa26-f633-4da6-a52a-f49ea4897b58","Monster","04aff480-c307-4bd8-aa98-47b887299d71","What's the Frequency, Kenneth?","01235f2a-67d4-313d-84da-136ad2383cfa"
"1643825846","02 Feb 2022, 18:17","Public Image Ltd.","","The Public Image Is Rotten (Songs From the Heart)","4f1dcff3-2c61-45bd-9838-f0c8d80de47a","Rise (Live At The New York Ritz)","6aeee1d3-9210-4b56-b553-cec7fa6aabfd"
"1643825353","02 Feb 2022, 18:09","Red Hot Chili Peppers","8bfac288-ccc5-448d-9573-c33ea2aa5c30","Blood Sugar Sex Magik","0cb0f83f-b8d2-4cd7-a5fb-32a4bc21d053","Apache Rose Peacock","021c94a3-2853-3653-a375-f46e69575033"
"1643825071","02 Feb 2022, 18:04","New Order","f1106b17-dcbb-45f6-b938-199ccfab50cc","Technique","01681b1d-3068-3689-b879-efefde1f7b3b","Fine Time","00185448-d032-327f-8ca8-2591537da041"
"1643824786","02 Feb 2022, 17:59","The Wallflowers","d9c90718-d54d-4ccf-a92e-37a5415ce299","6th Avenue Heartache - EP","","6th Avenue Heartache (Radio Edit)","75ca09b0-fd45-4d07-8258-70e8f7a3fc95"
"1643824519","02 Feb 2022, 17:55","Jane's Addiction","e3434cc7-d348-491a-9dc8-325af3d9086d","Ritual de lo Habitual","0239d797-11ca-3d4d-b838-8a70a984f632","Been Caught Stealing","009e7590-36f2-443a-8b53-52c9598ad553"
"1643824304","02 Feb 2022, 17:51","Red Hot Chili Peppers","","Mother's Milk","117727ff-850f-4e7e-afd4-0bb95739eb41","Higher Ground (Remaster 2003)",""
"1643824100","02 Feb 2022, 17:48","The Cure","69ee3720-a7cb-4402-b48d-a02c366f2bcf","The Top","0cc7ebf4-cba0-3821-932b-ea132950ba7d","Birdmad Girl","09ea1451-3b80-48ea-ab23-2d3311d45806"
"1643821203","02 Feb 2022, 17:00","The Cure","69ee3720-a7cb-4402-b48d-a02c366f2bcf","Bestival Live 2011","3276c099-b530-41dc-bcb6-9b1ebed03cb9","Friday I'm In Love (Bestival Live 2011)",""
"1643820989","02 Feb 2022, 16:56","The Cure","69ee3720-a7cb-4402-b48d-a02c366f2bcf","Show (Live)","","From the Edge of the Deep Green Sea","01c007af-77cf-4ce9-9dd6-a6e203b0287c"
"1643819762","02 Feb 2022, 16:36","The Cure","69ee3720-a7cb-4402-b48d-a02c366f2bcf","Kiss Me, Kiss Me, Kiss Me","03a3acfb-67ee-3353-a3f9-65a1af3a626e","One More Time","014e76d6-5cb2-44b2-b03d-32ed1b305d9d"
"1643819275","02 Feb 2022, 16:27","The Cure","69ee3720-a7cb-4402-b48d-a02c366f2bcf","Bestival Live 2011","3276c099-b530-41dc-bcb6-9b1ebed03cb9","End (Bestival Live 2011)",""
"1643818905","02 Feb 2022, 16:21","The Cure","69ee3720-a7cb-4402-b48d-a02c366f2bcf","Paris (Live)","","In Your House (Live)","1dbe686a-f275-3861-aa16-6bad3ccc2b35"
"1643818247","02 Feb 2022, 16:10","The Cure","69ee3720-a7cb-4402-b48d-a02c366f2bcf","Curaetion-25: From There to Here From Here to There (Live)","","alt.end (live)",""
"1643817395","02 Feb 2022, 15:56","The Cure","69ee3720-a7cb-4402-b48d-a02c366f2bcf","Pornography (Deluxe Edition)","","One Hundred Years","01ca86af-26b2-4188-bcde-610d98dd6981"
"1643816996","02 Feb 2022, 15:49","The Cure","","Paris (Live)","","Charlotte Sometimes (Live)",""
"1643816756","02 Feb 2022, 15:45","The Cure","69ee3720-a7cb-4402-b48d-a02c366f2bcf","Three Imaginary Boys","2207aa68-71c6-3371-986f-0d56ab63de56","The Weedy Burton","0d95f7d8-c1b4-3a65-a28c-92244953ec53"
"1643816704","02 Feb 2022, 15:45","The Cure","69ee3720-a7cb-4402-b48d-a02c366f2bcf","Seventeen Seconds (Deluxe Edition)","4f950c86-e9f9-4f7a-8574-5f8c1078533e","Three","1001314c-bed7-4a71-b194-f226fc7e330b"
"1643816546","02 Feb 2022, 15:42","The Cure","69ee3720-a7cb-4402-b48d-a02c366f2bcf","The Head on the Door","0cd3c289-84d5-4330-9292-a66081d2db6c","Screw","00986e9c-1386-49d3-979d-7bc15c4ee91d"
"1643816390","02 Feb 2022, 15:39","The Cure","69ee3720-a7cb-4402-b48d-a02c366f2bcf","Three Imaginary Boys","2207aa68-71c6-3371-986f-0d56ab63de56","It's Not You","1059d3ff-bc5a-48ac-b136-b16c0ad0ad00"
"1643816167","02 Feb 2022, 15:36","Red Hot Chili Peppers","8bfac288-ccc5-448d-9573-c33ea2aa5c30","The Studio Album Collection 1991-2011","","Wet Sand","0255dc38-81d8-4f2f-b8e5-110d6b083a95"
"1643815856","02 Feb 2022, 15:30","Red Hot Chili Peppers","8bfac288-ccc5-448d-9573-c33ea2aa5c30","The Studio Album Collection 1991-2011","","Desecration Smile","08f25718-9d02-4b08-8363-a33523aa2bc4"
"1643815082","02 Feb 2022, 15:18","Red Hot Chili Peppers","8bfac288-ccc5-448d-9573-c33ea2aa5c30","The Studio Album Collection 1991-2011","","I Could Die for You","016a1a24-8ca9-344f-b429-e0607159eae1"
"1643814892","02 Feb 2022, 15:14","Red Hot Chili Peppers","8bfac288-ccc5-448d-9573-c33ea2aa5c30","The Studio Album Collection 1991-2011","","One Big Mob","01ff2c04-aff6-4690-9e20-a5db61b74725"
"1643814528","02 Feb 2022, 15:08","Red Hot Chili Peppers","8bfac288-ccc5-448d-9573-c33ea2aa5c30","The Studio Album Collection 1991-2011","","Strip My Mind","065a46f3-07f6-4a37-996a-a14983be2529"
"1643812959","02 Feb 2022, 14:42","Red Hot Chili Peppers","8bfac288-ccc5-448d-9573-c33ea2aa5c30","The Studio Album Collection 1991-2011","","Especially in Michigan","067bfc9e-5437-30a0-9e71-d8cd3de84ba0"
"1643812647","02 Feb 2022, 14:37","New Order","f1106b17-dcbb-45f6-b938-199ccfab50cc","Technique","01681b1d-3068-3689-b879-efefde1f7b3b","Dream Attack","0223106e-0eff-4c52-98a8-34e2ed79e72e"
"1643812330","02 Feb 2022, 14:32","New Order","f1106b17-dcbb-45f6-b938-199ccfab50cc","Technique","01681b1d-3068-3689-b879-efefde1f7b3b","Vanishing Point","00b98279-14cd-423e-9df6-d2f5f7aeacff"
"1643812011","02 Feb 2022, 14:26","New Order","f1106b17-dcbb-45f6-b938-199ccfab50cc","Technique","01681b1d-3068-3689-b879-efefde1f7b3b","Mr Disco","02041dcd-8004-30d9-8fc3-0cbd3be07605"
"1643811749","02 Feb 2022, 14:22","New Order","f1106b17-dcbb-45f6-b938-199ccfab50cc","Technique","01681b1d-3068-3689-b879-efefde1f7b3b","Run","07585c2c-8e67-3617-a274-369ebb768ff0"
"1643811477","02 Feb 2022, 14:17","New Order","f1106b17-dcbb-45f6-b938-199ccfab50cc","Technique","01681b1d-3068-3689-b879-efefde1f7b3b","Guilty Partner","0a822d67-1711-3769-b51d-e9203e02f5ec"
"1643811191","02 Feb 2022, 14:13","New Order","f1106b17-dcbb-45f6-b938-199ccfab50cc","Technique","01681b1d-3068-3689-b879-efefde1f7b3b","Round & Round","00c737ae-9280-3c33-ac12-20c17a34a90c"
"1643810918","02 Feb 2022, 14:08","New Order","f1106b17-dcbb-45f6-b938-199ccfab50cc","Technique","01681b1d-3068-3689-b879-efefde1f7b3b","Love Less","05c5a443-c770-3ab7-99ab-1c550f9e1d5b"
"1643810732","02 Feb 2022, 14:05","New Order","f1106b17-dcbb-45f6-b938-199ccfab50cc","Technique","01681b1d-3068-3689-b879-efefde1f7b3b","All the Way","05cebd50-7193-4624-bb0d-f6b1da782f2c"
"1643810527","02 Feb 2022, 14:02","New Order","f1106b17-dcbb-45f6-b938-199ccfab50cc","Technique","01681b1d-3068-3689-b879-efefde1f7b3b","Fine Time","00185448-d032-327f-8ca8-2591537da041"
"1643778239","02 Feb 2022, 05:03","Beastie Boys","9beb62b2-88db-4cea-801e-162cd344ee53","Check Your Head (Deluxe Version) [Remastered]","","So What'cha Want (Remastered)",""
"1643778110","02 Feb 2022, 05:01","Fugazi","233fc3f3-6de2-465c-985e-e721dbabbace","Steady Diet of Nothing","626f2190-d434-454d-9458-1745c37c81d5","Long Division","05c3115a-1506-385d-9c0d-45a34f877ea5"
"1643775836","02 Feb 2022, 04:23","The Cure","69ee3720-a7cb-4402-b48d-a02c366f2bcf","Wish","0d5f0ccc-e41a-451d-8845-4675921982cc","Friday I'm in Love","004cacd7-449c-4162-92f7-e7fca49770cc"
"1643775615","02 Feb 2022, 04:20","Public Image Ltd.","","Happy?","266ac73f-4541-4d82-81d0-7100d053182f","Seattle","05061265-2edc-34da-824b-3791c84e9791"
"1643775387","02 Feb 2022, 04:16","Siouxsie and the Banshees","78ea5ea1-3c4d-4b7e-ac5d-68900319ebe2","Hyaena (Remastered And Expanded)","","Dear Prudence","0475bc08-b49f-45be-989c-47a05d070b85"
"1643775063","02 Feb 2022, 04:11","New Order","f1106b17-dcbb-45f6-b938-199ccfab50cc","TOTAL","","Temptation","005f87a1-b6ef-4cbf-9044-43488ad4e0af"
"1643774803","02 Feb 2022, 04:06","Dinosaur Jr.","77c167d2-4965-4421-830a-9815e4956475","Without a Sound","24694020-67b0-466a-bb6b-d43a4c308312","Feel the Pain","02ac4567-6df0-3521-8875-4656a9ccf597"
"1643774570","02 Feb 2022, 04:02","Consolidated","502d686d-a74c-4a09-ba74-8d919a13b684","Business of Punishment","6cfc499d-cb33-4058-94f8-0ffce96425e0","Butyric Acid","1307ccb2-615b-4734-9823-f77845044936"
"1643770221","02 Feb 2022, 02:50","Sonic Youth","5cbef01b-cc35-4f52-af7b-d0df0c4f61b9","Daydream Nation (Deluxe Edition)","f1bce399-f5ba-4520-80a7-3d3b85329caf","Teen Age Riot (album version)","9441ddc9-b4a3-45e4-9d23-6f9215918950"
"1643769937","02 Feb 2022, 02:45","New Order","","Technique","01681b1d-3068-3689-b879-efefde1f7b3b","Fine Time - 2015 Remaster",""
"1643769723","02 Feb 2022, 02:42","The Breeders","667e856e-f3a7-42e9-8244-95422ef31321","Last Splash","0123d225-e035-3728-ac3a-3758c9d4edad","Cannonball","085a6023-f9c7-4e83-a4e4-95d885f37952"
"1643769594","02 Feb 2022, 02:39","Jesus Jones","f9776598-2689-41db-98d3-829f5510021c","Doubt","07778e04-f944-45af-900f-c904d1cafa35","Trust Me","07c1a0f1-1898-45af-b5b6-b6e683379c42"
"1643769143","02 Feb 2022, 02:32","New Order","","Singles (2016 Remaster)","","Blue Monday - 2016 Remaster",""
"1643768734","02 Feb 2022, 02:25","The Smiths","","Hatful of Hollow","05eae5e7-c7f0-4ca2-8b0e-2be4f4506983","How Soon Is Now? - 2011 Remaster",""
"1643754065","01 Feb 2022, 22:21","Revolting Cocks","2865730a-5757-4005-875e-84d6274cb1c0","Beers, Steers + Queers","0a8b8f5e-7813-46b1-a15d-fb8a62a16b12","Beers, Steers & Queers","0395c92e-71c5-39eb-8353-37e6b2632a73"
"1643753155","01 Feb 2022, 22:05","Revolting Cocks","2865730a-5757-4005-875e-84d6274cb1c0","Trax! Box","2b0382a4-4653-48f1-8ea6-6b21e4ec2299","Beers, Steers & Queers","0395c92e-71c5-39eb-8353-37e6b2632a73"
"1643752799","01 Feb 2022, 21:59","Ministry","13df2a46-f72f-40e7-aa63-26fcf62c7048","The Land of Rape and Honey","09b8ae69-05f4-42fb-ba1e-a1309161364c","Destruction","07ab80ad-8886-3e54-81b3-fa94af4b993e"
"1643752611","01 Feb 2022, 21:56","Ministry","13df2a46-f72f-40e7-aa63-26fcf62c7048","The Land of Rape and Honey","09b8ae69-05f4-42fb-ba1e-a1309161364c","Golden Dawn","32206b62-8907-3ea9-bc79-8b2fd9c6d5b3"
"1643752269","01 Feb 2022, 21:51","Ministry","13df2a46-f72f-40e7-aa63-26fcf62c7048","The Land of Rape and Honey","09b8ae69-05f4-42fb-ba1e-a1309161364c","Deity","09de9d57-36c3-3842-82ea-fa439ce5b025"
"1643752065","01 Feb 2022, 21:47","Ministry","13df2a46-f72f-40e7-aa63-26fcf62c7048","The Land of Rape and Honey","09b8ae69-05f4-42fb-ba1e-a1309161364c","The Missing","0bf4fdf3-02d3-4e86-9728-9b04e1fa5d0a"
"1643751890","01 Feb 2022, 21:44","Ministry","13df2a46-f72f-40e7-aa63-26fcf62c7048","The Land of Rape and Honey","09b8ae69-05f4-42fb-ba1e-a1309161364c","Stigmata","0050d3ab-8adb-3602-829d-ad235c2db356"
"1643751543","01 Feb 2022, 21:39","Ministry","13df2a46-f72f-40e7-aa63-26fcf62c7048","The Mind Is a Terrible Thing to Taste","2624208c-b50a-38db-8ea5-d12fe70506dc","Cannibal Song","05fc8cde-fc42-38ed-8547-15b69bbfcdd1"
"1643751478","01 Feb 2022, 21:37","Ministry","13df2a46-f72f-40e7-aa63-26fcf62c7048","The Mind Is a Terrible Thing to Taste","2624208c-b50a-38db-8ea5-d12fe70506dc","Never Believe","087caed6-6fec-37f4-a96e-c08d3097c1cc"
"1643751180","01 Feb 2022, 21:33","Ministry","13df2a46-f72f-40e7-aa63-26fcf62c7048","The Mind Is a Terrible Thing to Taste","2624208c-b50a-38db-8ea5-d12fe70506dc","Burning Inside","02ad13da-013e-4b36-bb1a-516fbd0b17d5"
"1643750860","01 Feb 2022, 21:27","Ministry","13df2a46-f72f-40e7-aa63-26fcf62c7048","The Mind Is a Terrible Thing to Taste","2624208c-b50a-38db-8ea5-d12fe70506dc","Thieves","04597c3d-a020-3585-9b74-f9c3b457d93f"
"1643749730","01 Feb 2022, 21:08","Ministry","13df2a46-f72f-40e7-aa63-26fcf62c7048","Sphinctour (Live)","","Hero (Live in Hamburg)",""
"1643749562","01 Feb 2022, 21:06","Ministry","13df2a46-f72f-40e7-aa63-26fcf62c7048","Sphinctour (Live)","","Filth Pig (Live In Toronto)",""
"1643749172","01 Feb 2022, 20:59","Ministry","13df2a46-f72f-40e7-aa63-26fcf62c7048","Sphinctour (Live)","","Reload (Live In Albuquerque)",""
"1643749019","01 Feb 2022, 20:56","Ministry","13df2a46-f72f-40e7-aa63-26fcf62c7048","Sphinctour (Live)","","Crumbs (Live In Stuttgart)",""
"1643748792","01 Feb 2022, 20:53","Ministry","13df2a46-f72f-40e7-aa63-26fcf62c7048","Sphinctour (Live)","","Psalm 69 (Live in Paris)",""
"1643748479","01 Feb 2022, 20:47","Ministry","13df2a46-f72f-40e7-aa63-26fcf62c7048","Filth Pig","03e5ef4e-42fd-49d2-b0ed-9fcda0ac844f","The Fall","065affb8-23d3-34f5-a20e-8115805d5b1f"
"1643748373","01 Feb 2022, 20:46","Ministry","13df2a46-f72f-40e7-aa63-26fcf62c7048","Filth Pig","03e5ef4e-42fd-49d2-b0ed-9fcda0ac844f","Gameshow",""
"1643747907","01 Feb 2022, 20:38","Ministry","13df2a46-f72f-40e7-aa63-26fcf62c7048","Filth Pig","03e5ef4e-42fd-49d2-b0ed-9fcda0ac844f","Dead Guy","0aa50e7d-0042-3455-86d2-893d441abb11"
"1643747592","01 Feb 2022, 20:33","Ministry","13df2a46-f72f-40e7-aa63-26fcf62c7048","Filth Pig","03e5ef4e-42fd-49d2-b0ed-9fcda0ac844f","Useless","1a7d7c39-be94-33d7-9a1e-5a1b0630931f"
"1643747235","01 Feb 2022, 20:27","Ministry","13df2a46-f72f-40e7-aa63-26fcf62c7048","Filth Pig","03e5ef4e-42fd-49d2-b0ed-9fcda0ac844f","Crumbs","0be17fdc-c6d5-321a-84ee-3149782e4030"
"1643746980","01 Feb 2022, 20:23","Ministry","13df2a46-f72f-40e7-aa63-26fcf62c7048","Filth Pig","03e5ef4e-42fd-49d2-b0ed-9fcda0ac844f","Lava","07c3b017-b180-308c-846f-d7f270e45ce9"
"1643746591","01 Feb 2022, 20:16","Ministry","13df2a46-f72f-40e7-aa63-26fcf62c7048","Filth Pig","03e5ef4e-42fd-49d2-b0ed-9fcda0ac844f","Filth Pig","20864f20-a5c0-3bbb-b814-aa2db845e1c9"
"1643746209","01 Feb 2022, 20:10","Ministry","13df2a46-f72f-40e7-aa63-26fcf62c7048","Filth Pig","03e5ef4e-42fd-49d2-b0ed-9fcda0ac844f","Reload","02c93954-af0e-3b44-bceb-795e3ffcc721"
"1643746038","01 Feb 2022, 20:07","Revolting Cocks","2865730a-5757-4005-875e-84d6274cb1c0","Big Sexy Land","10bb722a-57ad-4efd-a53b-5150c1a160a2","Attack Ships on Fire","041dc2df-d9c5-30c8-b380-fe3e14bdd11d"
"1643745745","01 Feb 2022, 20:02","Revolting Cocks","2865730a-5757-4005-875e-84d6274cb1c0","Big Sexy Land","10bb722a-57ad-4efd-a53b-5150c1a160a2","We Shall Cleanse the World","1d5573ae-449d-3af8-859a-e90895cec6fb"
"1643745410","01 Feb 2022, 19:56","Revolting Cocks","2865730a-5757-4005-875e-84d6274cb1c0","Big Sexy Land","10bb722a-57ad-4efd-a53b-5150c1a160a2","38","0ba6976f-4b91-3d2d-b1be-7d3947192d97"
"1643745109","01 Feb 2022, 19:51","Dinosaur Jr.","77c167d2-4965-4421-830a-9815e4956475","Where You Been","1c7678f7-06d4-3b1f-9536-273edf01814d","Start Choppin'","0d9232c2-afe1-3780-b206-9f60f09b7510"
"1643744826","01 Feb 2022, 19:47","Joy Division","9a58fda3-f4ed-4080-a3a5-f457aac9fcdd","Love Will Tear Us Apart (2020 Digital Remaster) - Single","","Love Will Tear Us Apart (2020 Remaster)",""
"1643744618","01 Feb 2022, 19:43","The Church","4fcb7864-42dd-4dcf-b269-6da0d9042956","Starfish","0118dc19-b32d-477f-acbd-0b14a7f9bc3b","Antenna","1aac2fc1-cfba-3188-aaf0-68b7ef580cf8"
"1643744387","01 Feb 2022, 19:39","The Smiths","40f5d9e4-2de7-4f2d-ad41-e31a9a9fea27","The Queen Is Dead","0fcc367d-af66-49ee-b7b0-8351a91e04c0","The Boy With The Thorn In His Side","00b5da05-14e9-4b3a-bcf8-88c32ec1c8f3"
"1643744190","01 Feb 2022, 19:36","Beastie Boys","9beb62b2-88db-4cea-801e-162cd344ee53","Ill Communication","04a3a4c8-7b0d-4751-b050-1a9cc789ad35","Sure Shot","0135b1b2-ec65-3957-b93b-d08c354b5321"
"1643743991","01 Feb 2022, 19:33","The Church","4fcb7864-42dd-4dcf-b269-6da0d9042956","Starfish (Deluxe Edition)","","Under the Milky Way","00fdb810-854a-3b98-952d-01ff3d5974e6"
"1643743693","01 Feb 2022, 19:28","Jane's Addiction","e3434cc7-d348-491a-9dc8-325af3d9086d","Ritual de lo Habitual","0239d797-11ca-3d4d-b838-8a70a984f632","Stop","05debba5-6a06-447f-a696-66b851577e48"
"1643743437","01 Feb 2022, 19:23","INXS","481bf5f9-2e7c-4c44-b08a-05b32bc7c00d","Kick","0486ced7-a674-4497-9d93-d7271206d519","Guns in the Sky","0156796e-83d5-4098-877b-5256f6e31848"
"1643743296","01 Feb 2022, 19:21","The Smiths","40f5d9e4-2de7-4f2d-ad41-e31a9a9fea27","The Queen Is Dead","0fcc367d-af66-49ee-b7b0-8351a91e04c0","There Is a Light That Never Goes Out","01581472-336f-37fb-b210-f3454ef9c24d"
"1643743015","01 Feb 2022, 19:16","U2","","U218 Singles","0f06e483-df1f-3cb3-8919-9b1e71229dbf","All I Want Is You (2005 Live From Milan)",""
"1643742711","01 Feb 2022, 19:11","U2","","U218 Singles","0f06e483-df1f-3cb3-8919-9b1e71229dbf","miss sarajevo (live)",""
"1643742636","01 Feb 2022, 19:10","U2","","The Virtual Road – U2 Go Home: Live From Slane Castle Ireland EP (Remastered 2021)","","Stuck In A Moment You Can't Get Out Of (Live From Slane Castle, Ireland / 2001 / Remastered 2021)",""
"1643742357","01 Feb 2022, 19:05","U2","a3cb23fc-acd3-4ce0-8f36-1e5aa6a18432","The Joshua Tree","01e24fc2-2e8a-47ab-830f-f42c4f160adf","Exit","01da46d7-4b16-4611-ab00-8f92d701b9fd"
"1643742104","01 Feb 2022, 19:01","Fugazi","233fc3f3-6de2-465c-985e-e721dbabbace","13 Songs","2f9f575b-2bd0-4ccb-9ab5-70fae4f8dd8b","Burning Too","11f1aec2-60f6-3b46-9418-ae7ba762f885"
"1643741932","01 Feb 2022, 18:58","The Cure","69ee3720-a7cb-4402-b48d-a02c366f2bcf","Paris (Live)","","Catch (live)","004c1285-f585-3931-b48e-a8d82b04b175"
"1643741772","01 Feb 2022, 18:56","LL Cool J","a4dd0e77-83b8-4e92-89b7-effb0e47fd8c","Mama Said Knock You Out","071dcca8-0b8b-4176-ba42-c2a465bfd7e7","Mama Said Knock You Out","033e33cb-6fa2-39c8-907a-31fbd4e81bb6"
"1643741481","01 Feb 2022, 18:51","The Cure","69ee3720-a7cb-4402-b48d-a02c366f2bcf","Show (Live)","","High","009da065-7a02-40de-ab15-472f613580ae"
"1643741272","01 Feb 2022, 18:47","The Cure","69ee3720-a7cb-4402-b48d-a02c366f2bcf","The Cure","0f9ae859-00e4-4a32-8d96-f9797bd211ba","Us Or Them","04f69cce-11cd-3400-8f75-175734e6f5bc"
"1643740656","01 Feb 2022, 18:37","Jane's Addiction","e3434cc7-d348-491a-9dc8-325af3d9086d","Ritual de lo Habitual","0239d797-11ca-3d4d-b838-8a70a984f632","Stop","05debba5-6a06-447f-a696-66b851577e48"
"1643740402","01 Feb 2022, 18:33","The Bollweevils","23d9a95c-8f39-42c0-ac24-df04fadf5145","Liniment and Tonic - Single","","Liniment and Tonic","bb9d3712-eb4a-4a85-b6b0-3d8eb6816ca0"
"1643740271","01 Feb 2022, 18:31","Public Enemy","","POWER TO THE PEOPLE AND THE BEATS - Public Enemy's Greatest Hits","","By the Time I Get to Arizona","08c39db9-d594-4e13-98a5-54ac84c3adee"
"1643740031","01 Feb 2022, 18:27","The Cure","69ee3720-a7cb-4402-b48d-a02c366f2bcf","Wish","0d5f0ccc-e41a-451d-8845-4675921982cc","Apart","0745901e-3f81-4feb-b027-2950e3a2b65b"
"1643739637","01 Feb 2022, 18:20","Beastie Boys","9beb62b2-88db-4cea-801e-162cd344ee53","Ill Communication","04a3a4c8-7b0d-4751-b050-1a9cc789ad35","Sure Shot","0135b1b2-ec65-3957-b93b-d08c354b5321"
"1643739436","01 Feb 2022, 18:17","The Cure","69ee3720-a7cb-4402-b48d-a02c366f2bcf","Bestival Live 2011","3276c099-b530-41dc-bcb6-9b1ebed03cb9","The Only One (Bestival Live 2011)",""
"1643739183","01 Feb 2022, 18:13","The Cure","69ee3720-a7cb-4402-b48d-a02c366f2bcf","Faith (Deluxe Edition)","","The Drowning Man","09c407ce-5d1c-4c38-b9d4-c9ba68c2c76c"
"1643738893","01 Feb 2022, 18:08","U2","a3cb23fc-acd3-4ce0-8f36-1e5aa6a18432","Achtung Baby (20th Anniversary DeLuxe Edition)","","Zoo Station","031d33e3-9b91-33e1-a108-6ba43df0c795"
"1643738615","01 Feb 2022, 18:03","The Cure","69ee3720-a7cb-4402-b48d-a02c366f2bcf","Paris (Live)","","Dressing Up (Live)",""
"1643738445","01 Feb 2022, 18:00","The Cure","69ee3720-a7cb-4402-b48d-a02c366f2bcf","The Head on the Door","0cd3c289-84d5-4330-9292-a66081d2db6c","Screw","00986e9c-1386-49d3-979d-7bc15c4ee91d"
"1643734937","01 Feb 2022, 17:02","U2","a3cb23fc-acd3-4ce0-8f36-1e5aa6a18432","The Joshua Tree","01e24fc2-2e8a-47ab-830f-f42c4f160adf","Exit","01da46d7-4b16-4611-ab00-8f92d701b9fd"
"1643734746","01 Feb 2022, 16:59","Jesus Jones","f9776598-2689-41db-98d3-829f5510021c","Doubt","07778e04-f944-45af-900f-c904d1cafa35","Trust Me","07c1a0f1-1898-45af-b5b6-b6e683379c42"
"1643734539","01 Feb 2022, 16:55","Oasis","","Time Flies... 1994-2009 (Deluxe Version)","","Supersonic","00e04942-3d56-4cf4-b398-fe9eacf2f631"
"1643734290","01 Feb 2022, 16:51","The Cure","69ee3720-a7cb-4402-b48d-a02c366f2bcf","Wish","0d5f0ccc-e41a-451d-8845-4675921982cc","Friday I'm in Love","004cacd7-449c-4162-92f7-e7fca49770cc"
"1643734091","01 Feb 2022, 16:48","The Jesus and Mary Chain","e938a15c-b17e-4e7a-9f68-ff0d536cab44","Psychocandy (Expanded Version)","","Just Like Honey","00c498b1-2777-469c-82ab-c329b8c0bdfb"
"1643733844","01 Feb 2022, 16:44","Soundgarden","153c9281-268f-4cf3-8938-f5a4593e5df4","Superunknown (20th Anniversary)","","My Wave","00e7400e-b903-4aac-8ade-036cc031e736"
"1643733569","01 Feb 2022, 16:39","INXS","481bf5f9-2e7c-4c44-b08a-05b32bc7c00d","X","1b6eadbe-d8f7-4ab1-b6c5-466bccc92bb8","Suicide Blonde","00610866-cfa9-4f78-95e9-b2deb8cb3e39"
"1643732947","01 Feb 2022, 16:29","Dinosaur Jr.","77c167d2-4965-4421-830a-9815e4956475","Green Mind (Expanded & Remastered Edition)","","Sideways (2019 Remaster)",""
"1643732615","01 Feb 2022, 16:23","The Cure","69ee3720-a7cb-4402-b48d-a02c366f2bcf","Wish","0d5f0ccc-e41a-451d-8845-4675921982cc","Open","068b9ba5-22b5-4b86-8a5d-638b6f652627"
"1643732294","01 Feb 2022, 16:18","Jesus Jones","f9776598-2689-41db-98d3-829f5510021c","Doubt","07778e04-f944-45af-900f-c904d1cafa35","Right Here Right Now","04cb5956-6d49-4769-91d4-c30b77a18f98"
"1643732097","01 Feb 2022, 16:14","Beastie Boys","9beb62b2-88db-4cea-801e-162cd344ee53","Ill Communication","04a3a4c8-7b0d-4751-b050-1a9cc789ad35","Sure Shot","0135b1b2-ec65-3957-b93b-d08c354b5321"
"1643731580","01 Feb 2022, 16:06","Oasis","","(What's the Story) Morning Glory? (Deluxe Edition)","","Wonderwall (Remastered)",""
"1643731113","01 Feb 2022, 15:58","The Smiths","40f5d9e4-2de7-4f2d-ad41-e31a9a9fea27","The Queen Is Dead","0fcc367d-af66-49ee-b7b0-8351a91e04c0","There Is a Light That Never Goes Out","01581472-336f-37fb-b210-f3454ef9c24d"
"1643730990","01 Feb 2022, 15:56","Jane's Addiction","e3434cc7-d348-491a-9dc8-325af3d9086d","Ritual de lo Habitual","0239d797-11ca-3d4d-b838-8a70a984f632","Stop","05debba5-6a06-447f-a696-66b851577e48"
"1643730477","01 Feb 2022, 15:47","Jane's Addiction","e3434cc7-d348-491a-9dc8-325af3d9086d","Ritual de lo Habitual","0239d797-11ca-3d4d-b838-8a70a984f632","Stop","05debba5-6a06-447f-a696-66b851577e48"
"1643730245","01 Feb 2022, 15:44","The Jesus and Mary Chain","e938a15c-b17e-4e7a-9f68-ff0d536cab44","Automatic (Expanded Version)","fc11eae6-f510-4dbe-b4d6-c47703153bbb","Between Planets","1e6ab64f-45b1-4ec7-a55a-1a847fe3b473"
"1643729984","01 Feb 2022, 15:39","Skinny Puppy","5a24bc1a-c093-4a82-84ed-8d7f2da0570d","Remission","60801ca3-b83f-409c-8f28-05b786da1a44","Smothered Hope","09cdf3c8-3212-3a79-a155-42222ebf0e7d"
"1643729712","01 Feb 2022, 15:35","The Church","4fcb7864-42dd-4dcf-b269-6da0d9042956","Starfish","0118dc19-b32d-477f-acbd-0b14a7f9bc3b","Antenna","1aac2fc1-cfba-3188-aaf0-68b7ef580cf8"
